picture_id,picture_title,genres,ratings,picture_logo
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,4.5,/media/Spirited Away (Sen to Chihiro no kamikakushi) (2001)
5619,"Trials of Henry Kissinger, The (2002)",Documentary,2.3333333333,"/media/Trials of Henry Kissinger, The (2002)"
5620,Sweet Home Alabama (2002),Comedy|Romance,3.4,/media/Sweet Home Alabama (2002)
5621,"Tuxedo, The (2002)",Action|Comedy,4,"/media/Tuxedo, The (2002)"
5622,Charly (2002),Comedy|Drama|Romance,3.7592592593,/media/Charly (2002)
5625,Moonlight Mile (2002),Drama|Romance,4,/media/Moonlight Mile (2002)
5628,Wasabi (2001),Action|Comedy|Crime|Drama|Thriller,4.5,/media/Wasabi (2001)
5629,Jonah: A VeggieTales Movie (2002),Animation|Children|Musical,3,/media/Jonah: A VeggieTales Movie (2002)
5630,Red Dragon (2002),Crime|Mystery|Thriller,1.5,/media/Red Dragon (2002)
5632,Bloody Sunday (2002),Drama,3,/media/Bloody Sunday (2002)
5633,Heaven (2002),Drama,4,/media/Heaven (2002)
5636,Welcome to Collinwood (2002),Comedy|Crime,4,/media/Welcome to Collinwood (2002)
5637,Flirting (1991),Drama,2.5,/media/Flirting (1991)
5638,Godzilla vs. Mothra (Mosura tai Gojira) (1964),Action|Adventure|Fantasy|Sci-Fi,2.75,/media/Godzilla vs. Mothra (Mosura tai Gojira) (1964)
5641,"Moderns, The (1988)",Drama,3.5,"/media/Moderns, The (1988)"
5642,"Onion Field, The (1979)",Drama,3,"/media/Onion Field, The (1979)"
5643,Powaqqatsi (1988),Documentary,3.6,/media/Powaqqatsi (1988)
5644,"Pride of the Yankees, The (1942)",Drama,3,"/media/Pride of the Yankees, The (1942)"
5646,Valmont (1989),Drama|Romance,3.5,/media/Valmont (1989)
5649,Horror of Dracula (Dracula) (1958),Horror,4.25,/media/Horror of Dracula (Dracula) (1958)
5650,Strange Brew (1983),Comedy,3,/media/Strange Brew (1983)
5651,"Incredible Mr. Limpet, The (1964)",Animation|Comedy|War,2.0833333333,"/media/Incredible Mr. Limpet, The (1964)"
5655,"Fan, The (1981)",Drama|Thriller,3.25,"/media/Fan, The (1981)"
5662,"Wrong Guy, The (1997)",Comedy|Romance|Thriller,3.6,"/media/Wrong Guy, The (1997)"
5663,Below (2002),Horror,3.9137931034,/media/Below (2002)
5666,"Rules of Attraction, The (2002)",Comedy|Drama|Romance|Thriller,4.125,"/media/Rules of Attraction, The (2002)"
5667,Tuck Everlasting (2002),Drama|Fantasy,0.5,/media/Tuck Everlasting (2002)
5668,White Oleander (2002),Drama,3.5208333333,/media/White Oleander (2002)
5669,Bowling for Columbine (2002),Documentary,3,/media/Bowling for Columbine (2002)
5670,Comedian (2002),Comedy|Documentary,3,/media/Comedian (2002)
5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Adventure|Animation|Children|Fantasy,2,/media/Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002)
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,3.4270833333,/media/Punch-Drunk Love (2002)
5675,Swept Away (2002),Comedy|Romance,3.7,/media/Swept Away (2002)
5677,Abandon (2002),Drama|Thriller,3.75,/media/Abandon (2002)
5678,Formula 51 (2001),Action|Comedy|Crime|Thriller,2,/media/Formula 51 (2001)
5679,"Ring, The (2002)",Horror|Mystery|Thriller,3.5,"/media/Ring, The (2002)"
5680,Auto Focus (2002),Crime|Drama,3.6,/media/Auto Focus (2002)
5682,"Grey Zone, The (2001)",Drama,4,"/media/Grey Zone, The (2001)"
5684,Naqoyqatsi (2002),Documentary,4,/media/Naqoyqatsi (2002)
5685,Real Women Have Curves (2002),Comedy|Drama,2.5,/media/Real Women Have Curves (2002)
5686,Russian Ark (Russkiy Kovcheg) (2002),Drama|Fantasy|War,3.1363636364,/media/Russian Ark (Russkiy Kovcheg) (2002)
5689,Billy Bathgate (1991),Crime|Drama,2.25,/media/Billy Bathgate (1991)
5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,4,/media/Grave of the Fireflies (Hotaru no haka) (1988)
5691,Jason Goes to Hell: The Final Friday (1993),Action|Horror,4,/media/Jason Goes to Hell: The Final Friday (1993)
5693,Saturday Night Fever (1977),Comedy|Drama|Romance,0.75,/media/Saturday Night Fever (1977)
5694,Staying Alive (1983),Comedy|Drama|Musical,3,/media/Staying Alive (1983)
5696,Urban Cowboy (1980),Drama,3.25,/media/Urban Cowboy (1980)
5699,Tom Horn (1980),Western,3.1,/media/Tom Horn (1980)
5700,The Pumaman (1980),Action|Adventure|Fantasy|Sci-Fi,2.5,/media/The Pumaman (1980)
5703,Wholly Moses (1980),Comedy,3.5,/media/Wholly Moses (1980)
5705,Xanadu (1980),Fantasy|Musical|Romance,2.5,/media/Xanadu (1980)
5707,Absence of Malice (1981),Drama|Romance,3,/media/Absence of Malice (1981)
5710,Banana Joe (1981),Comedy,4,/media/Banana Joe (1981)
5712,Blow Out (1981),Mystery|Thriller,2.5,/media/Blow Out (1981)
5715,"Burning, The (1981)",Horror,4.5,"/media/Burning, The (1981)"
5718,Carbon Copy (1981),Comedy,2.5,/media/Carbon Copy (1981)
5723,Continental Divide (1981),Comedy|Romance,3,/media/Continental Divide (1981)
5729,Endless Love (1981),Drama|Romance,2.5,/media/Endless Love (1981)
5732,Eye of the Needle (1981),Thriller,2,/media/Eye of the Needle (1981)
5734,Faces of Death 2 (1981),Documentary|Horror,4,/media/Faces of Death 2 (1981)
5735,Faces of Death (1978),Documentary|Horror,4,/media/Faces of Death (1978)
5736,Faces of Death 3 (1985),Documentary|Horror,4.5,/media/Faces of Death 3 (1985)
5737,Faces of Death 4 (1990),Documentary|Horror,3.7142857143,/media/Faces of Death 4 (1990)
5742,First Monday in October (1981),Comedy|Drama,2.8333333333,/media/First Monday in October (1981)
5745,"Four Seasons, The (1981)",Comedy|Drama,2,"/media/Four Seasons, The (1981)"
5746,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi,5,/media/Galaxy of Terror (Quest) (1981)
5747,Gallipoli (1981),Drama|War,3.5,/media/Gallipoli (1981)
5752,Gregory's Girl (1981),Comedy|Romance,4.5,/media/Gregory's Girl (1981)
5754,"Hand, The (1981)",Drama|Horror,3,"/media/Hand, The (1981)"
5765,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",Animation|Children|Comedy,4,"/media/Looney, Looney, Looney Bugs Bunny Movie, The (1981)"
5768,Modern Problems (1981),Comedy|Fantasy,2.5,/media/Modern Problems (1981)
5772,My Dinner with André (1981),Drama,2,/media/My Dinner with André (1981)
5773,Neighbors (1981),Comedy,3.625,/media/Neighbors (1981)
5777,Pennies from Heaven (1981),Musical|Romance,4.0681818182,/media/Pennies from Heaven (1981)
5778,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),Horror|Mystery|Thriller,2.4,/media/Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982)
5779,Piranha II: The Spawning (1981),Horror|Sci-Fi,3.3181818182,/media/Piranha II: The Spawning (1981)
5780,Polyester (1981),Comedy,2,/media/Polyester (1981)
5782,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller,1,"/media/Professional, The (Le professionnel) (1981)"
5784,Ghost Ship (2002),Horror,3.9615384615,/media/Ghost Ship (2002)
5785,Jackass: The Movie (2002),Action|Comedy|Documentary,2.7,/media/Jackass: The Movie (2002)
5787,"Truth About Charlie, The (2002)",Mystery|Thriller,3.5,"/media/Truth About Charlie, The (2002)"
5788,All or Nothing (2002),Drama,3.25,/media/All or Nothing (2002)
5791,Frida (2002),Drama|Romance,4.25,/media/Frida (2002)
5792,Roger Dodger (2002),Comedy|Drama,4.1666666667,/media/Roger Dodger (2002)
5795,"Big Knife, The (1955)",Film-Noir,2,"/media/Big Knife, The (1955)"
5796,Casino Royale (1967),Action|Adventure|Comedy,2,/media/Casino Royale (1967)
5799,Exodus (1960),Drama|Romance|War,2.75,/media/Exodus (1960)
5801,"Russians Are Coming, the Russians Are Coming, The (1966)",Comedy|War,3.25,"/media/Russians Are Coming, the Russians Are Coming, The (1966)"
5803,I Spy (2002),Action|Adventure|Comedy|Crime,4.1666666667,/media/I Spy (2002)
5808,"Weight of Water, The (2000)",Thriller,1,"/media/Weight of Water, The (2000)"
5809,Femme Fatale (2002),Crime|Thriller,3.6604938272,/media/Femme Fatale (2002)
5810,8 Mile (2002),Drama,4,/media/8 Mile (2002)
5812,Far from Heaven (2002),Drama|Romance,3.5,/media/Far from Heaven (2002)
5815,Half Past Dead (2002),Action|Crime|Thriller,3.8333333333,/media/Half Past Dead (2002)
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,4,/media/Harry Potter and the Chamber of Secrets (2002)
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",Drama|Romance,4,"/media/Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)"
5819,Interview with the Assassin (2002),Drama,5,/media/Interview with the Assassin (2002)
5820,Standing in the Shadows of Motown (2002),Documentary|Musical,3,/media/Standing in the Shadows of Motown (2002)
5825,"Life and Death of Colonel Blimp, The (1943)",Drama|Romance|War,3.5,"/media/Life and Death of Colonel Blimp, The (1943)"
5826,Rio Grande (1950),Romance|Western,0.75,/media/Rio Grande (1950)
5828,Blackrock (1997),Drama|Thriller,3,/media/Blackrock (1997)
5829,Men with Brooms (2002),Comedy|Drama|Romance,3,/media/Men with Brooms (2002)
5830,Mysterious Island (1961),Adventure|Sci-Fi,4,/media/Mysterious Island (1961)
5832,Left Behind II: Tribulation Force (2002),Drama,4,/media/Left Behind II: Tribulation Force (2002)
5833,Dog Soldiers (2002),Action|Horror,4,/media/Dog Soldiers (2002)
5834,Fingers (1978),Drama,2,/media/Fingers (1978)
5836,Houseboat (1958),Comedy|Romance,4,/media/Houseboat (1958)
5839,My Father's Glory (La gloire de mon père) (1990),Adventure|Drama,4,/media/My Father's Glory (La gloire de mon père) (1990)
5840,"My Mother's Castle (Château de ma mère, Le) (1990)",Comedy|Drama,3,"/media/My Mother's Castle (Château de ma mère, Le) (1990)"
5841,Return to the Blue Lagoon (1991),Adventure|Romance,0.5,/media/Return to the Blue Lagoon (1991)
5843,Toy Soldiers (1991),Action|Drama,3.1666666667,/media/Toy Soldiers (1991)
5846,Raggedy Man (1981),Drama,4,/media/Raggedy Man (1981)
5847,Ragtime (1981),Drama,1,/media/Ragtime (1981)
5850,Road Games (a.k.a. Roadgames) (1981),Thriller,2.5,/media/Road Games (a.k.a. Roadgames) (1981)
5853,Scanners (1981),Horror|Sci-Fi|Thriller,0.5,/media/Scanners (1981)
5854,Sharky's Machine (1981),Crime|Drama|Romance,5,/media/Sharky's Machine (1981)
5857,So Fine (1981),Comedy,3.5,/media/So Fine (1981)
5859,Southern Comfort (1981),Drama|Thriller|War,4,/media/Southern Comfort (1981)
5864,"Tarzan, the Ape Man (1981)",Adventure,4,"/media/Tarzan, the Ape Man (1981)"
5866,They All Laughed (1981),Comedy,3.0967741935,/media/They All Laughed (1981)
5867,Thief (1981),Crime|Drama|Thriller,3.5,/media/Thief (1981)
5868,This Is Elvis (1981),Documentary|Drama|Musical,1.75,/media/This Is Elvis (1981)
5869,True Confessions (1981),Crime|Drama,2,/media/True Confessions (1981)
5872,Die Another Day (2002),Action|Adventure|Thriller,3.95,/media/Die Another Day (2002)
5873,The Emperor's Club (2002),Drama,3.90625,/media/The Emperor's Club (2002)
5874,Friday After Next (2002),Comedy,2,/media/Friday After Next (2002)
5875,Personal Velocity (2002),Drama,0.75,/media/Personal Velocity (2002)
5876,"Quiet American, The (2002)",Drama|Thriller|War,2.4375,"/media/Quiet American, The (2002)"
5878,Talk to Her (Hable con Ella) (2002),Drama|Romance,3,/media/Talk to Her (Hable con Ella) (2002)
5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Animation|Comedy|Musical,2,/media/Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002)
5880,Extreme Ops (2002),Action|Adventure|Crime|Thriller,4.5,/media/Extreme Ops (2002)
5881,Solaris (2002),Drama|Romance|Sci-Fi,3,/media/Solaris (2002)
5882,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX,3.6666666667,/media/Treasure Planet (2002)
5883,They (2002),Horror|Thriller,4,/media/They (2002)
5888,Brother (Brat) (1997),Crime|Drama,2.3888888889,/media/Brother (Brat) (1997)
5891,I Spit on Your Grave (Day of the Woman) (1978),Horror|Thriller,2.5,/media/I Spit on Your Grave (Day of the Woman) (1978)
5893,"Last Seduction, The (1994)",Crime|Drama|Thriller,3.7738095238,"/media/Last Seduction, The (1994)"
5899,Zulu (1964),Action|Drama|War,3.7285714286,/media/Zulu (1964)
5900,Analyze That (2002),Comedy|Crime,2.5,/media/Analyze That (2002)
5901,Empire (2002),Crime|Drama,1,/media/Empire (2002)
5902,Adaptation (2002),Comedy|Drama|Romance,3,/media/Adaptation (2002)
5903,Equilibrium (2002),Action|Sci-Fi|Thriller,4.25,/media/Equilibrium (2002)
5909,Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror,4.25,/media/Visitor Q (Bizita Q) (2001)
5910,"Bolero (Uns et les autres, Les) (1981)",Drama|War,1.5,"/media/Bolero (Uns et les autres, Les) (1981)"
5913,Warning for the Joensson Gang (Varning för Jönssonligan) (1981),Comedy|Crime,3,/media/Warning for the Joensson Gang (Varning för Jönssonligan) (1981)
5914,"Vernon, Florida (1981)",Documentary,2.75,"/media/Vernon, Florida (1981)"
5915,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,3,/media/Victory (a.k.a. Escape to Victory) (1981)
5917,Zoot Suit (1981),Drama|Musical,2.5,/media/Zoot Suit (1981)
5918,Alone in the Dark (1982),Horror,3.8333333333,/media/Alone in the Dark (1982)
5923,Author! Author! (1982),Comedy|Drama,4,/media/Author! Author! (1982)
5926,Best Friends (1982),Comedy|Drama|Romance,3,/media/Best Friends (1982)
5927,"Best Little Whorehouse in Texas, The (1982)",Comedy|Drama|Musical|Romance,2.25,"/media/Best Little Whorehouse in Texas, The (1982)"
5932,Burden of Dreams (1982),Documentary,3.4,/media/Burden of Dreams (1982)
5933,Cannery Row (1982),Drama,2,/media/Cannery Row (1982)
5936,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)",Drama,2.5,"/media/Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)"
5938,Deathtrap (1982),Comedy|Crime|Mystery|Thriller,2.5333333333,/media/Deathtrap (1982)
5940,Eating Raoul (1982),Comedy,2.95,/media/Eating Raoul (1982)
5941,Drumline (2002),Comedy|Drama|Musical|Romance,3.25,/media/Drumline (2002)
5942,"Hot Chick, The (2002)",Comedy,3.75,"/media/Hot Chick, The (2002)"
5943,Maid in Manhattan (2002),Comedy|Romance,3.8333333333,/media/Maid in Manhattan (2002)
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,4.0611702128,/media/Star Trek: Nemesis (2002)
5945,About Schmidt (2002),Comedy|Drama,3.5740740741,/media/About Schmidt (2002)
5947,Evelyn (2002),Drama,3.625,/media/Evelyn (2002)
5949,Intact (Intacto) (2001),Thriller,3.6714285714,/media/Intact (Intacto) (2001)
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,2.5666666667,"/media/Lord of the Rings: The Two Towers, The (2002)"
5954,25th Hour (2002),Crime|Drama,2,/media/25th Hour (2002)
5955,Antwone Fisher (2002),Drama,3.375,/media/Antwone Fisher (2002)
5956,Gangs of New York (2002),Crime|Drama,5,/media/Gangs of New York (2002)
5957,Two Weeks Notice (2002),Comedy|Romance,3.5,/media/Two Weeks Notice (2002)
5958,"Wild Thornberrys Movie, The (2002)",Animation|Children|Comedy,1.75,"/media/Wild Thornberrys Movie, The (2002)"
5959,Narc (2002),Crime|Drama|Thriller,3.5,/media/Narc (2002)
5960,Bad Influence (1990),Drama|Thriller,3,/media/Bad Influence (1990)
5961,Blue Steel (1990),Action|Thriller,2.5,/media/Blue Steel (1990)
5962,Body of Evidence (1993),Drama|Thriller,3.5,/media/Body of Evidence (1993)
5963,"Children's Hour, The (1961)",Drama,2,"/media/Children's Hour, The (1961)"
5965,"Duellists, The (1977)",Action|War,3.6,"/media/Duellists, The (1977)"
5966,"Kiss Before Dying, A (1956)",Film-Noir|Mystery,4.2307692308,"/media/Kiss Before Dying, A (1956)"
5968,Miami Blues (1990),Comedy|Crime|Drama,3.5,/media/Miami Blues (1990)
5969,My Girl 2 (1994),Comedy|Drama|Romance,4,/media/My Girl 2 (1994)
5970,My Girl (1991),Comedy|Drama|Romance,3,/media/My Girl (1991)
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,3.25,/media/My Neighbor Totoro (Tonari no Totoro) (1988)
5980,Black Christmas (1974),Horror|Mystery|Thriller,3.9696969697,/media/Black Christmas (1974)
5981,"Day of the Triffids, The (1962)",Horror|Sci-Fi,3.6470588235,"/media/Day of the Triffids, The (1962)"
5984,"Story of O, The (Histoire d'O) (1975)",Drama|Romance,3.8333333333,"/media/Story of O, The (Histoire d'O) (1975)"
5985,Asoka (Ashoka the Great) (2001),Action|Drama|Romance,3,/media/Asoka (Ashoka the Great) (2001)
5986,Fat City (1972),Drama,3.5,/media/Fat City (1972)
5989,Catch Me If You Can (2002),Crime|Drama,4.131147541,/media/Catch Me If You Can (2002)
5991,Chicago (2002),Comedy|Crime|Drama|Musical,3,/media/Chicago (2002)
5992,"Hours, The (2002)",Drama|Romance,4,"/media/Hours, The (2002)"
5993,Max (2002),Drama,3.625,/media/Max (2002)
5994,Nicholas Nickleby (2002),Drama|Romance,4.25,/media/Nicholas Nickleby (2002)
5995,"Pianist, The (2002)",Drama|War,1,"/media/Pianist, The (2002)"
6000,"House on the Edge of the Park, The (Casa sperduta nel parco, La) (1980)",Horror|Thriller,3.5,"/media/House on the Edge of the Park, The (Casa sperduta nel parco, La) (1980)"
6001,"King of Comedy, The (1983)",Comedy|Drama,1,"/media/King of Comedy, The (1983)"
6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,1.375,/media/Confessions of a Dangerous Mind (2002)
6005,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary,1,/media/Blue Collar Comedy Tour: The Movie (2003)
6006,Just Married (2003),Comedy|Romance,4.2971014493,/media/Just Married (2003)
6008,"Son, The (Le fils) (2002)",Drama,4.5,"/media/Son, The (Le fils) (2002)"
6012,"Guy Thing, A (2003)",Comedy|Romance,4,"/media/Guy Thing, A (2003)"
6013,Kangaroo Jack (2003),Action|Comedy,3.5,/media/Kangaroo Jack (2003)
6014,National Security (2003),Action|Comedy,3.3333333333,/media/National Security (2003)
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,3.25,/media/City of God (Cidade de Deus) (2002)
6021,"American Friend, The (Amerikanische Freund, Der) (1977)",Crime|Drama|Mystery|Thriller,4.25,"/media/American Friend, The (Amerikanische Freund, Der) (1977)"
6022,American Me (1992),Drama,5,/media/American Me (1992)
6025,CB4 - The Movie (1993),Comedy,4.5,/media/CB4 - The Movie (1993)
6027,Dogfight (1991),Drama|Romance,3,/media/Dogfight (1991)
6031,Imitation of Life (1959),Drama|Romance,3.5,/media/Imitation of Life (1959)
6032,"Little Romance, A (1979)",Comedy|Romance,1.6666666667,"/media/Little Romance, A (1979)"
6033,Mystery Date (1991),Comedy,4,/media/Mystery Date (1991)
6035,Pépé le Moko (1937),Crime|Drama|Romance,3.5,/media/Pépé le Moko (1937)
6037,Summer Lovers (1982),Comedy|Drama|Romance,3.5,/media/Summer Lovers (1982)
6039,"Woman in Red, The (1984)",Comedy|Romance,4,"/media/Woman in Red, The (1984)"
6040,Darkness Falls (2003),Horror|Thriller,1.8333333333,/media/Darkness Falls (2003)
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary,2.4444444444,/media/Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002)
6047,Dead Reckoning (1947),Drama|Film-Noir|Mystery,3.0714285714,/media/Dead Reckoning (1947)
6051,"Harder They Come, The (1973)",Action|Crime|Drama,2.75,"/media/Harder They Come, The (1973)"
6056,Chaos (2001),Comedy|Crime|Drama,3.8,/media/Chaos (2001)
6057,Biker Boyz (2003),Action|Crime|Drama,4.25,/media/Biker Boyz (2003)
6058,Final Destination 2 (2003),Horror|Thriller,3.5,/media/Final Destination 2 (2003)
6059,"Recruit, The (2003)",Action|Thriller,4,"/media/Recruit, The (2003)"
6060,"Guru, The (2002)",Comedy|Romance,4.5,"/media/Guru, The (2002)"
6062,Lost in La Mancha (2002),Documentary,3.25,/media/Lost in La Mancha (2002)
6063,May (2002),Drama|Horror,3,/media/May (2002)
6064,"Harder They Fall, The (1956)",Drama|Film-Noir,3.5,"/media/Harder They Fall, The (1956)"
6073,Victim (1961),Crime|Drama,2,/media/Victim (1961)
6077,Evil Under the Sun (1982),Crime|Drama|Mystery,4.125,/media/Evil Under the Sun (1982)
6078,Firefox (1982),Action|Sci-Fi|Thriller,2.75,/media/Firefox (1982)
6084,Honkytonk Man (1982),Comedy|Drama,3,/media/Honkytonk Man (1982)
6091,Labyrinth of Passion (Laberinto de Pasiones) (1982),Comedy,2.5,/media/Labyrinth of Passion (Laberinto de Pasiones) (1982)
6092,"Last American Virgin, The (1982)",Comedy|Drama,4,"/media/Last American Virgin, The (1982)"
6093,"Last Unicorn, The (1982)",Animation|Children|Fantasy,2,"/media/Last Unicorn, The (1982)"
6095,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action,3.95,/media/Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982)
6096,Making Love (1982),Drama,3,/media/Making Love (1982)
6100,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance,5,"/media/Midsummer Night's Sex Comedy, A (1982)"
6101,Missing (1982),Drama|Mystery|Thriller,0.5,/media/Missing (1982)
6103,Monsignor (1982),Drama|War,3.5,/media/Monsignor (1982)
6104,Monty Python Live at the Hollywood Bowl (1982),Comedy,2.8333333333,/media/Monty Python Live at the Hollywood Bowl (1982)
6105,Moonlighting (1982),Drama,4.5,/media/Moonlighting (1982)
6107,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama|War,4.5,"/media/Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)"
6109,One from the Heart (1982),Drama|Romance,4.5,/media/One from the Heart (1982)
6114,Permanent Vacation (1982),Drama,4,/media/Permanent Vacation (1982)
6115,Personal Best (1982),Drama,3,/media/Personal Best (1982)
6116,"Pirate Movie, The (1982)",Adventure|Comedy|Musical,4,"/media/Pirate Movie, The (1982)"
6121,Querelle (1982),Drama,4,/media/Querelle (1982)
6122,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary,2.25,/media/Richard Pryor Live on the Sunset Strip (1982)
6123,Sunless (Sans Soleil) (1983),Documentary,3.5,/media/Sunless (Sans Soleil) (1983)
6124,Savannah Smiles (1982),Comedy,4.5,/media/Savannah Smiles (1982)
6125,"Secret Policeman's Other Ball, The (1982)",Comedy|Documentary|Musical,3.5,"/media/Secret Policeman's Other Ball, The (1982)"
6126,"Veronika Voss (Sehnsucht der Veronika Voss, Die) (1982)",Drama,2,"/media/Veronika Voss (Sehnsucht der Veronika Voss, Die) (1982)"
6127,Shoot the Moon (1982),Drama,3,/media/Shoot the Moon (1982)
6132,"New York Ripper, The (Squartatore di New York, Lo) (1982)",Crime|Horror|Mystery|Thriller,1,"/media/New York Ripper, The (Squartatore di New York, Lo) (1982)"
6133,"State of Things, The (Stand der Dinge, Der) (1982)",Drama,3.1333333333,"/media/State of Things, The (Stand der Dinge, Der) (1982)"
6140,Tenebre (1982),Horror|Mystery|Thriller,3.2,/media/Tenebre (1982)
6143,Trail of the Pink Panther (1982),Comedy|Crime,2.4821428571,/media/Trail of the Pink Panther (1982)
6148,White Dog (1982),Drama|Horror|Thriller,1.5,/media/White Dog (1982)
6154,Deliver Us from Eva (2003),Comedy|Romance,2,/media/Deliver Us from Eva (2003)
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance,5,/media/How to Lose a Guy in 10 Days (2003)
6156,Shanghai Knights (2003),Action|Adventure|Comedy,4,/media/Shanghai Knights (2003)
6157,Daredevil (2003),Action|Crime,3.4,/media/Daredevil (2003)
6159,All the Real Girls (2003),Drama|Romance,3.5,/media/All the Real Girls (2003)
6162,Gerry (2002),Adventure|Drama,2,/media/Gerry (2002)
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller,4,/media/He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002)
6166,Dennis the Menace (1993),Comedy,3.5,/media/Dennis the Menace (1993)
6170,"Black Stallion, The (1979)",Adventure|Children|Drama,4.1,"/media/Black Stallion, The (1979)"
6178,"Patch of Blue, A (1965)",Drama|Romance,2,"/media/Patch of Blue, A (1965)"
6180,Q & A (1990),Crime|Drama,2,/media/Q & A (1990)
6182,"Thrill of It All, The (1963)",Comedy,4.3333333333,"/media/Thrill of It All, The (1963)"
6183,Pillow Talk (1959),Comedy|Musical|Romance,3.5,/media/Pillow Talk (1959)
6184,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi,4,"/media/Man Who Fell to Earth, The (1976)"
6185,Dark Blue (2003),Action|Crime|Drama|Thriller,3.5,/media/Dark Blue (2003)
6186,Gods and Generals (2003),Action|Drama|War,3.5,/media/Gods and Generals (2003)
6187,"Life of David Gale, The (2003)",Crime|Drama|Thriller,3.5,"/media/Life of David Gale, The (2003)"
6188,Old School (2003),Comedy,2,/media/Old School (2003)
6195,Stone Reader (2002),Documentary,2.5,/media/Stone Reader (2002)
6197,Spider (2002),Drama|Mystery,4,/media/Spider (2002)
6198,American Heart (1992),Crime|Drama,4.25,/media/American Heart (1992)
6201,Lady Jane (1986),Drama|Romance,2.6428571429,/media/Lady Jane (1986)
6203,Life Stinks (1991),Comedy,3.2857142857,/media/Life Stinks (1991)
6204,"Meteor Man, The (1993)",Comedy,3.9166666667,"/media/Meteor Man, The (1993)"
6207,"Slaughter Rule, The (2002)",Drama,3.8333333333,"/media/Slaughter Rule, The (2002)"
6211,Ten (2002),Drama,3.7,/media/Ten (2002)
6212,Bringing Down the House (2003),Comedy,3.3902439024,/media/Bringing Down the House (2003)
6213,Tears of the Sun (2003),Action|Drama|Thriller,2.75,/media/Tears of the Sun (2003)
6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller,2.8333333333,/media/Irreversible (Irréversible) (2002)
6215,Laurel Canyon (2002),Drama,3,/media/Laurel Canyon (2002)
6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama,2.5,/media/Nowhere in Africa (Nirgendwo in Afrika) (2001)
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,3.25,/media/Bend It Like Beckham (2002)
6219,"Hunted, The (2003)",Action|Drama|Thriller,3.5,"/media/Hunted, The (2003)"
6223,Spun (2001),Comedy|Crime|Drama,3.5,/media/Spun (2001)
6225,King of Kings (1961),Drama,3.8333333333,/media/King of Kings (1961)
6227,Loving You (1957),Drama|Musical,2.75,/media/Loving You (1957)
6228,"Talk of the Town, The (1942)",Comedy|Romance|Thriller,3,"/media/Talk of the Town, The (1942)"
6229,Two-Lane Blacktop (1971),Drama,4,/media/Two-Lane Blacktop (1971)
6230,Bang the Drum Slowly (1973),Drama,3.6666666667,/media/Bang the Drum Slowly (1973)
6231,"Benny Goodman Story, The (1955)",Drama|Musical,2.8333333333,"/media/Benny Goodman Story, The (1955)"
